sample_id,ut_id,ut_lat,ut_lon,sat_lat,sat_lon,sat_alt_km
0,0,31.618564315459327,122.20207656240164,-43.11015863607863,23.85244962992077,562.2349865324313
0,1,31.485061536148322,121.00957062300115,-43.11015863607863,23.85244962992077,562.2349865324313
0,2,29.71617093057788,121.83808449687369,-43.11015863607863,23.85244962992077,562.2349865324313
0,3,32.77574791561895,121.10747710321039,-43.11015863607863,23.85244962992077,562.2349865324313
0,4,32.043546632594136,120.40449247694448,-43.11015863607863,23.85244962992077,562.2349865324313
0,5,31.964725617484127,120.68507899593769,-43.11015863607863,23.85244962992077,562.2349865324313
0,6,31.72282440349364,120.19713848811642,-43.11015863607863,23.85244962992077,562.2349865324313
0,7,31.62741918132756,120.94156490207934,-43.11015863607863,23.85244962992077,562.2349865324313
0,8,31.57895877966847,121.45755360622385,-43.11015863607863,23.85244962992077,562.2349865324313
0,9,31.485183476927183,120.51662644643585,-43.11015863607863,23.85244962992077,562.2349865324313
1,0,29.911973706639017,120.15017107685051,-43.11015863607863,23.85244962992077,562.2349865324313
1,1,32.29433505978491,122.36318069650778,-43.11015863607863,23.85244962992077,562.2349865324313
1,2,32.20687055966277,121.53468757212737,-43.11015863607863,23.85244962992077,562.2349865324313
1,3,32.30523106493137,121.93066928444479,-43.11015863607863,23.85244962992077,562.2349865324313
1,4,31.658461168145614,123.03271028475817,-43.11015863607863,23.85244962992077,562.2349865324313
1,5,31.266500789138775,121.30038342879521,-43.11015863607863,23.85244962992077,562.2349865324313
1,6,31.867477049822526,120.51479116430434,-43.11015863607863,23.85244962992077,562.2349865324313
1,7,31.27047296548236,121.59820424176574,-43.11015863607863,23.85244962992077,562.2349865324313
1,8,30.88965482084845,121.50725860041906,-43.11015863607863,23.85244962992077,562.2349865324313
1,9,33.47799262516452,121.89203492634122,-43.11015863607863,23.85244962992077,562.2349865324313
2,0,30.69130673915987,121.06368906535772,-43.11015863607863,23.85244962992077,562.2349865324313
2,1,32.605986136632524,120.88802294852992,-43.11015863607863,23.85244962992077,562.2349865324313
2,2,31.596908548587493,120.53434260973317,-43.11015863607863,23.85244962992077,562.2349865324313
2,3,31.693053022668753,121.9739982647737,-43.11015863607863,23.85244962992077,562.2349865324313
2,4,33.17246532759235,119.62833631250798,-43.11015863607863,23.85244962992077,562.2349865324313
2,5,31.538973609895216,122.85938871410269,-43.11015863607863,23.85244962992077,562.2349865324313
2,6,30.23388638201319,120.31960844641716,-43.11015863607863,23.85244962992077,562.2349865324313
2,7,31.909004521034237,120.89466466863611,-43.11015863607863,23.85244962992077,562.2349865324313
2,8,33.12158681338631,119.72910104528243,-43.11015863607863,23.85244962992077,562.2349865324313
2,9,31.90569262117923,120.84267153977217,-43.11015863607863,23.85244962992077,562.2349865324313
3,0,29.391610269539175,120.23929173348472,-43.11015863607863,23.85244962992077,562.2349865324313
3,1,31.17504871649653,121.67679648956079,-43.11015863607863,23.85244962992077,562.2349865324313
3,2,31.563487160234207,120.89665167230108,-43.11015863607863,23.85244962992077,562.2349865324313
3,3,29.893857009572727,121.9101635540583,-43.11015863607863,23.85244962992077,562.2349865324313
3,4,32.771363141496444,122.2267029471321,-43.11015863607863,23.85244962992077,562.2349865324313
3,5,30.747259672024015,121.67958600863292,-43.11015863607863,23.85244962992077,562.2349865324313
3,6,31.541500648233704,121.07838719787921,-43.11015863607863,23.85244962992077,562.2349865324313
3,7,31.370934781396283,120.97306949949093,-43.11015863607863,23.85244962992077,562.2349865324313
3,8,30.587162217441005,120.58148758365576,-43.11015863607863,23.85244962992077,562.2349865324313
3,9,31.031325141828543,119.93178617366192,-43.11015863607863,23.85244962992077,562.2349865324313
4,0,31.41100855382568,120.61089387208438,-43.11015863607863,23.85244962992077,562.2349865324313
4,1,31.17491986350251,120.48535985493227,-43.11015863607863,23.85244962992077,562.2349865324313
4,2,31.5158928967573,121.68935665058012,-43.11015863607863,23.85244962992077,562.2349865324313
4,3,31.480351267862858,120.52422489796699,-43.11015863607863,23.85244962992077,562.2349865324313
4,4,31.24997659102526,121.14369919389723,-43.11015863607863,23.85244962992077,562.2349865324313
4,5,31.48580544858628,119.71374334453428,-43.11015863607863,23.85244962992077,562.2349865324313
4,6,32.829784263753815,119.05508959564553,-43.11015863607863,23.85244962992077,562.2349865324313
4,7,30.09367205195148,119.12687645675862,-43.11015863607863,23.85244962992077,562.2349865324313
4,8,30.5502790652734,120.98759934144523,-43.11015863607863,23.85244962992077,562.2349865324313
4,9,31.692219654063415,121.4980193076348,-43.11015863607863,23.85244962992077,562.2349865324313
5,0,29.874076840235162,121.1782694869445,-43.11015863607863,23.85244962992077,562.2349865324313
5,1,30.183239159703998,121.70336977570156,-43.11015863607863,23.85244962992077,562.2349865324313
5,2,31.903988983474356,123.27159654698735,-43.11015863607863,23.85244962992077,562.2349865324313
5,3,32.78452980869979,122.17442055588607,-43.11015863607863,23.85244962992077,562.2349865324313
5,4,31.260797641026183,118.87616856745153,-43.11015863607863,23.85244962992077,562.2349865324313
5,5,31.651659262558304,120.91197278127518,-43.11015863607863,23.85244962992077,562.2349865324313
5,6,31.803373883506183,120.97360338763181,-43.11015863607863,23.85244962992077,562.2349865324313
5,7,31.994331078368766,120.58372942314948,-43.11015863607863,23.85244962992077,562.2349865324313
5,8,29.483152065007832,122.04486977505596,-43.11015863607863,23.85244962992077,562.2349865324313
5,9,31.939115433544007,120.42371155322367,-43.11015863607863,23.85244962992077,562.2349865324313
6,0,31.194535228981618,120.47152114338512,-43.11015863607863,23.85244962992077,562.2349865324313
6,1,30.88741124129638,121.87165421537433,-43.11015863607863,23.85244962992077,562.2349865324313
6,2,32.42130925399124,121.0988195883168,-43.11015863607863,23.85244962992077,562.2349865324313
6,3,30.693216910080295,121.51134150006601,-43.11015863607863,23.85244962992077,562.2349865324313
6,4,31.40149914058582,120.82320842447659,-43.11015863607863,23.85244962992077,562.2349865324313
6,5,31.456964551530643,120.54623315781093,-43.11015863607863,23.85244962992077,562.2349865324313
6,6,30.949775971215352,119.48071242387003,-43.11015863607863,23.85244962992077,562.2349865324313
6,7,31.15562529385938,121.3882542032585,-43.11015863607863,23.85244962992077,562.2349865324313
6,8,31.917445204313214,121.89167493004322,-43.11015863607863,23.85244962992077,562.2349865324313
6,9,31.399936770224866,121.0387961934367,-43.11015863607863,23.85244962992077,562.2349865324313
7,0,31.563273090174985,120.09120727235758,-43.11015863607863,23.85244962992077,562.2349865324313
7,1,31.207414653675787,122.00627979163723,-43.11015863607863,23.85244962992077,562.2349865324313
7,2,32.42468079162378,119.81460108515164,-43.11015863607863,23.85244962992077,562.2349865324313
7,3,31.30811315886055,123.39056952599493,-43.11015863607863,23.85244962992077,562.2349865324313
7,4,31.691345092102797,121.20543618902269,-43.11015863607863,23.85244962992077,562.2349865324313
7,5,31.875235551076194,121.2712086604803,-43.11015863607863,23.85244962992077,562.2349865324313
7,6,31.497427364403467,121.00216509518575,-43.11015863607863,23.85244962992077,562.2349865324313
7,7,30.823381630649244,118.69632463895095,-43.11015863607863,23.85244962992077,562.2349865324313
7,8,31.27157919071201,122.34757513664763,-43.11015863607863,23.85244962992077,562.2349865324313
7,9,31.977634279655078,122.94349685404177,-43.11015863607863,23.85244962992077,562.2349865324313
8,0,30.751109545622423,121.97475163378262,-43.11015863607863,23.85244962992077,562.2349865324313
8,1,32.422843061532866,120.07237249300782,-43.11015863607863,23.85244962992077,562.2349865324313
8,2,31.689982234629785,122.19172479396775,-43.11015863607863,23.85244962992077,562.2349865324313
8,3,31.11102783480816,122.428786409884,-43.11015863607863,23.85244962992077,562.2349865324313
8,4,33.42399077067101,121.61673274522063,-43.11015863607863,23.85244962992077,562.2349865324313
8,5,29.615939562241344,120.23813336228945,-43.11015863607863,23.85244962992077,562.2349865324313
8,6,29.657947142509737,120.6316020576567,-43.11015863607863,23.85244962992077,562.2349865324313
8,7,33.09240405544072,119.6905370765751,-43.11015863607863,23.85244962992077,562.2349865324313
8,8,32.811321506474535,122.16298713650717,-43.11015863607863,23.85244962992077,562.2349865324313
8,9,30.726238287667762,119.17144642301498,-43.11015863607863,23.85244962992077,562.2349865324313
9,0,31.14625663822645,122.47126535729242,-43.11015863607863,23.85244962992077,562.2349865324313
9,1,33.38267866943551,122.35531475415807,-43.11015863607863,23.85244962992077,562.2349865324313
9,2,33.54117356831418,120.24274518341124,-43.11015863607863,23.85244962992077,562.2349865324313
9,3,33.0653554459113,121.8001554702096,-43.11015863607863,23.85244962992077,562.2349865324313
9,4,31.40746960194347,120.05579282833274,-43.11015863607863,23.85244962992077,562.2349865324313
9,5,31.87466778729792,121.17367135557184,-43.11015863607863,23.85244962992077,562.2349865324313
9,6,31.765075422900292,123.13909886395912,-43.11015863607863,23.85244962992077,562.2349865324313
9,7,31.940603014067666,120.89686359683711,-43.11015863607863,23.85244962992077,562.2349865324313
9,8,31.726959079565848,120.61791814954854,-43.11015863607863,23.85244962992077,562.2349865324313
9,9,32.014857221594454,121.87248905865572,-43.11015863607863,23.85244962992077,562.2349865324313
10,0,31.498561350003232,120.79276805828184,-43.11015863607863,23.85244962992077,562.2349865324313
10,1,31.635808934262453,121.53486620240558,-43.11015863607863,23.85244962992077,562.2349865324313
10,2,31.097969202747496,123.12851846812848,-43.11015863607863,23.85244962992077,562.2349865324313
10,3,31.43068178868486,121.62247778716404,-43.11015863607863,23.85244962992077,562.2349865324313
10,4,31.53144462973407,120.79871180286005,-43.11015863607863,23.85244962992077,562.2349865324313
10,5,31.450390761850283,121.78590463093796,-43.11015863607863,23.85244962992077,562.2349865324313
10,6,32.082213352678274,122.30768237391513,-43.11015863607863,23.85244962992077,562.2349865324313
10,7,31.97412027589811,121.8582555063943,-43.11015863607863,23.85244962992077,562.2349865324313
10,8,29.37463719382753,120.25673023368233,-43.11015863607863,23.85244962992077,562.2349865324313
10,9,32.55191492394873,121.40357373469482,-43.11015863607863,23.85244962992077,562.2349865324313
11,0,32.14450111832038,121.25158218848458,-43.11015863607863,23.85244962992077,562.2349865324313
11,1,31.297848514270797,120.39755777159783,-43.11015863607863,23.85244962992077,562.2349865324313
11,2,31.93428235000102,122.17197382972331,-43.11015863607863,23.85244962992077,562.2349865324313
