sample_id,ut_id,ut_lat,ut_lon,sat_1_lat,sat_1_lon,sat_1_alt_km
0,0,30.89248795772928,120.63212162545291,38.86018200696546,126.16331929075736,547.5787733201009
0,1,30.66861453373591,120.4259928965506,38.86018200696546,126.16331929075736,547.5787733201009
0,2,31.057017948792932,121.8352206845277,38.86018200696546,126.16331929075736,547.5787733201009
0,3,28.043803007202243,118.73918804141061,38.86018200696546,126.16331929075736,547.5787733201009
0,4,30.597771734790904,124.94350635778149,38.86018200696546,126.16331929075736,547.5787733201009
0,5,27.84846923928491,124.58283790134558,38.86018200696546,126.16331929075736,547.5787733201009
0,6,27.17504070857363,116.29854782405549,38.86018200696546,126.16331929075736,547.5787733201009
0,7,33.18210512066443,122.36989869238788,38.86018200696546,126.16331929075736,547.5787733201009
0,8,35.08681347659278,119.67171361028437,38.86018200696546,126.16331929075736,547.5787733201009
0,9,29.81035852236344,124.70338049380159,38.86018200696546,126.16331929075736,547.5787733201009
1,0,29.93685628988036,116.76945064817785,29.265825904280497,112.99753581693581,547.5787733201009
1,1,34.15750811467402,120.94162606750851,29.265825904280497,112.99753581693581,547.5787733201009
1,2,28.685329806200507,119.74746725204834,29.265825904280497,112.99753581693581,547.5787733201009
1,3,31.080431607403995,118.64828697992988,29.265825904280497,112.99753581693581,547.5787733201009
1,4,28.453003240459097,121.31948689993618,29.265825904280497,112.99753581693581,547.5787733201009
1,5,31.055020816548673,122.74206364152825,29.265825904280497,112.99753581693581,547.5787733201009
1,6,35.24017000879383,120.75152531691174,29.265825904280497,112.99753581693581,547.5787733201009
1,7,35.090507784716245,121.32415818633065,29.265825904280497,112.99753581693581,547.5787733201009
1,8,32.06323902019331,123.19938765492432,29.265825904280497,112.99753581693581,547.5787733201009
1,9,32.864617605166075,116.82313582954795,29.265825904280497,112.99753581693581,547.5787733201009
2,0,29.400147188191692,120.61559648784552,25.439883300697957,128.03279609934455,547.5787733201009
2,1,35.21823539906246,120.48079849647026,25.439883300697957,128.03279609934455,547.5787733201009
2,2,31.41050598960506,121.01645374077926,25.439883300697957,128.03279609934455,547.5787733201009
2,3,32.05440165411387,122.15057701901162,25.439883300697957,128.03279609934455,547.5787733201009
2,4,27.605467414365464,124.03039270969745,25.439883300697957,128.03279609934455,547.5787733201009
2,5,31.870054019440758,118.59258857956769,25.439883300697957,128.03279609934455,547.5787733201009
2,6,33.37420727195242,123.33023469359097,25.439883300697957,128.03279609934455,547.5787733201009
2,7,29.984126659259815,117.30975522997419,25.439883300697957,128.03279609934455,547.5787733201009
2,8,29.27362029338578,119.11292748213761,25.439883300697957,128.03279609934455,547.5787733201009
2,9,29.282174126395965,120.57710169962802,25.439883300697957,128.03279609934455,547.5787733201009
3,0,31.36218306344717,116.68727096502805,38.82061189147012,116.43160898170807,547.5787733201009
3,1,30.77724815180605,120.86623891675552,38.82061189147012,116.43160898170807,547.5787733201009
3,2,35.57315449308603,123.93978681541043,38.82061189147012,116.43160898170807,547.5787733201009
3,3,28.50444448010827,124.23448798091614,38.82061189147012,116.43160898170807,547.5787733201009
3,4,27.1433083400657,122.1988781515218,38.82061189147012,116.43160898170807,547.5787733201009
3,5,34.903642975708365,122.85108775271345,38.82061189147012,116.43160898170807,547.5787733201009
3,6,29.406113574030392,122.49964035815282,38.82061189147012,116.43160898170807,547.5787733201009
3,7,34.34122638924576,121.41124272004572,38.82061189147012,116.43160898170807,547.5787733201009
3,8,30.506518959768343,120.18574515774563,38.82061189147012,116.43160898170807,547.5787733201009
3,9,29.946095138304194,123.05544187072238,38.82061189147012,116.43160898170807,547.5787733201009
4,0,30.144737714367675,121.17845188554067,40.037295875943826,119.76802521868751,547.5787733201009
4,1,34.43103390205968,124.29390008276029,40.037295875943826,119.76802521868751,547.5787733201009
4,2,34.56792229160812,118.68045524925958,40.037295875943826,119.76802521868751,547.5787733201009
4,3,33.09108445904658,122.726958808389,40.037295875943826,119.76802521868751,547.5787733201009
4,4,30.505307871999495,122.69890440656039,40.037295875943826,119.76802521868751,547.5787733201009
4,5,31.391722320846625,125.48758307977764,40.037295875943826,119.76802521868751,547.5787733201009
4,6,34.461620285009246,117.38711012177951,40.037295875943826,119.76802521868751,547.5787733201009
4,7,28.167278804131207,116.450037358422,40.037295875943826,119.76802521868751,547.5787733201009
4,8,30.315871661784925,120.14906836336475,40.037295875943826,119.76802521868751,547.5787733201009
4,9,30.574275374941653,120.6687573993218,40.037295875943826,119.76802521868751,547.5787733201009
5,0,31.288989484244517,125.5032160228005,37.53705870231309,123.27914742333206,547.5787733201009
5,1,32.789226224947896,123.60095631838996,37.53705870231309,123.27914742333206,547.5787733201009
5,2,32.099717664995964,123.475740914079,37.53705870231309,123.27914742333206,547.5787733201009
5,3,33.923327648082285,123.96325321980102,37.53705870231309,123.27914742333206,547.5787733201009
5,4,29.710568128838002,119.52039320638993,37.53705870231309,123.27914742333206,547.5787733201009
5,5,31.157287333008718,122.01156779397917,37.53705870231309,123.27914742333206,547.5787733201009
5,6,28.647304805098887,116.32433068459257,37.53705870231309,123.27914742333206,547.5787733201009
5,7,34.569723213351736,125.46442826264246,37.53705870231309,123.27914742333206,547.5787733201009
5,8,32.73418182152544,124.08040095204694,37.53705870231309,123.27914742333206,547.5787733201009
5,9,29.09007287483869,119.55531530662073,37.53705870231309,123.27914742333206,547.5787733201009
6,0,28.67984834976492,124.89019825681125,29.643744384237678,110.51515241406302,547.5787733201009
6,1,31.05327122158978,123.6931046584326,29.643744384237678,110.51515241406302,547.5787733201009
6,2,31.920803355282168,124.42592759440545,29.643744384237678,110.51515241406302,547.5787733201009
6,3,33.76398608873387,123.43568531638284,29.643744384237678,110.51515241406302,547.5787733201009
6,4,33.19822694027137,122.43889326253426,29.643744384237678,110.51515241406302,547.5787733201009
6,5,29.459049955950505,116.67472402667008,29.643744384237678,110.51515241406302,547.5787733201009
6,6,35.89558371546645,123.87616343397592,29.643744384237678,110.51515241406302,547.5787733201009
6,7,32.856563015694064,117.076270198126,29.643744384237678,110.51515241406302,547.5787733201009
6,8,33.33862319711632,117.24963581880948,29.643744384237678,110.51515241406302,547.5787733201009
6,9,32.52719077356191,117.94524148534381,29.643744384237678,110.51515241406302,547.5787733201009
7,0,28.42035662655987,124.69211966863446,24.249441645951297,127.29764386255741,547.5787733201009
7,1,29.99936554260175,119.21789063348771,24.249441645951297,127.29764386255741,547.5787733201009
7,2,30.30995619581056,120.51484363564795,24.249441645951297,127.29764386255741,547.5787733201009
7,3,33.02822163422081,122.84406670228063,24.249441645951297,127.29764386255741,547.5787733201009
7,4,33.61173548851598,118.83996963770345,24.249441645951297,127.29764386255741,547.5787733201009
