sample_id,ut_id,ut_lat,ut_lon,sat_1_lat,sat_1_lon,sat_1_alt_km,sat_2_lat,sat_2_lon,sat_2_alt_km
0,0,34.52886910789014,116.68517137444051,34.180261455578744,115.94393151077652,551.2964744813889,28.115604442271547,124.31822776763869,551.2964744813889
0,1,32.087007577699765,118.85562351426736,34.180261455578744,115.94393151077652,551.2964744813889,28.115604442271547,124.31822776763869,551.2964744813889
0,2,30.98343557528132,122.62695035692686,34.180261455578744,115.94393151077652,551.2964744813889,28.115604442271547,124.31822776763869,551.2964744813889
0,3,32.93767224876026,125.43554869291992,34.180261455578744,115.94393151077652,551.2964744813889,28.115604442271547,124.31822776763869,551.2964744813889
0,4,34.03324430461826,117.96369601679976,34.180261455578744,115.94393151077652,551.2964744813889,28.115604442271547,124.31822776763869,551.2964744813889
0,5,31.170535677069555,116.92199548759237,34.180261455578744,115.94393151077652,551.2964744813889,28.115604442271547,124.31822776763869,551.2964744813889
0,6,35.490819624863626,120.67067317590619,34.180261455578744,115.94393151077652,551.2964744813889,28.115604442271547,124.31822776763869,551.2964744813889
0,7,28.750654319551728,125.21796526784625,34.180261455578744,115.94393151077652,551.2964744813889,28.115604442271547,124.31822776763869,551.2964744813889
0,8,31.151307307201865,117.85487273089501,34.180261455578744,115.94393151077652,551.2964744813889,28.115604442271547,124.31822776763869,551.2964744813889
0,9,29.183168953655233,118.48378959661441,34.180261455578744,115.94393151077652,551.2964744813889,28.115604442271547,124.31822776763869,551.2964744813889
1,0,31.289041073279247,121.94802685836086,30.94221335893833,124.10062360712126,551.2964744813889,32.49048922380238,118.11381590223039,551.2964744813889
1,1,27.187315555543663,121.50022746667622,30.94221335893833,124.10062360712126,551.2964744813889,32.49048922380238,118.11381590223039,551.2964744813889
1,2,28.642656509458536,119.75245718461906,30.94221335893833,124.10062360712126,551.2964744813889,32.49048922380238,118.11381590223039,551.2964744813889
1,3,33.91071478042641,124.19249273530069,30.94221335893833,124.10062360712126,551.2964744813889,32.49048922380238,118.11381590223039,551.2964744813889
1,4,29.123145593158004,119.02417723507406,30.94221335893833,124.10062360712126,551.2964744813889,32.49048922380238,118.11381590223039,551.2964744813889
1,5,35.15758833053951,118.40650297453745,30.94221335893833,124.10062360712126,551.2964744813889,32.49048922380238,118.11381590223039,551.2964744813889
1,6,34.22489104307539,118.9523564693598,30.94221335893833,124.10062360712126,551.2964744813889,32.49048922380238,118.11381590223039,551.2964744813889
1,7,34.263830994006966,124.96788516807796,30.94221335893833,124.10062360712126,551.2964744813889,32.49048922380238,118.11381590223039,551.2964744813889
1,8,29.648098114941895,119.60680250977781,30.94221335893833,124.10062360712126,551.2964744813889,32.49048922380238,118.11381590223039,551.2964744813889
1,9,32.538467869418895,123.03744335522263,30.94221335893833,124.10062360712126,551.2964744813889,32.49048922380238,118.11381590223039,551.2964744813889
2,0,31.2783557026219,117.17523005047846,33.36305537184241,125.76396075564536,551.2964744813889,33.041453851069406,126.26711337246626,551.2964744813889
2,1,28.713916689852738,122.8997813223412,33.36305537184241,125.76396075564536,551.2964744813889,33.041453851069406,126.26711337246626,551.2964744813889
2,2,27.582803285376375,118.06462642659231,33.36305537184241,125.76396075564536,551.2964744813889,33.041453851069406,126.26711337246626,551.2964744813889
2,3,28.64740475849014,121.22764947655187,33.36305537184241,125.76396075564536,551.2964744813889,33.041453851069406,126.26711337246626,551.2964744813889
2,4,31.104492778622514,124.81893470086847,33.36305537184241,125.76396075564536,551.2964744813889,33.041453851069406,126.26711337246626,551.2964744813889
2,5,32.1662816710803,118.42831394727953,33.36305537184241,125.76396075564536,551.2964744813889,33.041453851069406,126.26711337246626,551.2964744813889
2,6,34.84027814556696,115.95474682108173,33.36305537184241,125.76396075564536,551.2964744813889,33.041453851069406,126.26711337246626,551.2964744813889
2,7,34.45323178996632,122.02153797548496,33.36305537184241,125.76396075564536,551.2964744813889,33.041453851069406,126.26711337246626,551.2964744813889
2,8,27.5943080491594,124.09608241630718,33.36305537184241,125.76396075564536,551.2964744813889,33.041453851069406,126.26711337246626,551.2964744813889
2,9,27.611925756943744,122.26464577274133,33.36305537184241,125.76396075564536,551.2964744813889,33.041453851069406,126.26711337246626,551.2964744813889
3,0,27.84399608646787,121.30078074777562,30.530130714172458,116.1105452837974,551.2964744813889,29.995088609793786,125.37857849535914,551.2964744813889
3,1,30.283306752240712,117.5005976964073,30.530130714172458,116.1105452837974,551.2964744813889,29.995088609793786,125.37857849535914,551.2964744813889
3,2,33.15326339918668,122.65465494745212,30.530130714172458,116.1105452837974,551.2964744813889,29.995088609793786,125.37857849535914,551.2964744813889
3,3,35.89700470337623,117.6683348816751,30.530130714172458,116.1105452837974,551.2964744813889,29.995088609793786,125.37857849535914,551.2964744813889
3,4,27.724633834587028,125.36015598161647,30.530130714172458,116.1105452837974,551.2964744813889,29.995088609793786,125.37857849535914,551.2964744813889
3,5,33.84154617862947,120.16497512805213,30.530130714172458,116.1105452837974,551.2964744813889,29.995088609793786,125.37857849535914,551.2964744813889
3,6,28.631995416811648,119.54527347649663,30.530130714172458,116.1105452837974,551.2964744813889,29.995088609793786,125.37857849535914,551.2964744813889
3,7,27.975028285655547,117.63901313288585,30.530130714172458,116.1105452837974,551.2964744813889,29.995088609793786,125.37857849535914,551.2964744813889
