sample_id,ut_id,dist_km,elev_deg,azim_deg,fspl_db,shadowing_db,angle_loss_db,path_loss_db
1,0,1370.431669361688,18.842699227766403,115.95925868704082,181.1995198233768,1.177034396253066,-6.048632580449484,176.32792163918037
1,1,1455.4477495390518,16.91206387220621,151.7913381552218,181.72230447765986,1.608705757598032,-6.143047687499623,177.18796254775827
1,2,1298.0547245159207,20.6412704362974,136.3862170033028,180.72823214359676,1.9674763151573702,-5.950772101168077,176.74493635758606
1,3,2050.4429146111925,7.28277322802972,128.61645901142327,184.6993257555149,2.9122230031441774,-6.456700182379499,181.15484857627956
1,4,1570.5941107417605,14.602328432377728,157.05789275806669,182.38365139222677,3.9861748916960718,-6.241862076343459,180.12796420757937
1,5,1813.8550170439282,10.530547678574123,138.88680740601956,183.63442351109583,-4.000296212685615,-6.379519778205491,173.25460752020473
1,6,1042.8614059203014,28.929212615343047,145.41081694734186,178.8269040081568,0.2480063788891167,-5.369381800458685,173.70552858658723
1,7,1564.4048937883686,14.72077247544275,152.28306448394764,182.34935541626692,-1.7965171617048774,-6.2371643337777085,174.31567392078432
1,8,1437.5510480029739,17.297726489469262,155.25626509809064,181.61483761139462,2.0082906611695246,-6.125055827400474,177.49807244516367
1,9,1525.891544260367,15.4629995612889,159.0033135816338,182.1328454269724,1.0419634661796866,-6.20682083390947,176.96798805924263
2,0,1397.5315104869167,18.192125200843716,164.1830065529594,181.36960427559677,-0.9883924642617827,-6.0816658745413115,174.2995459367937
2,1,1209.5847386148944,23.12180668125979,140.10502799760698,180.11509807290165,1.1443087368336462,-5.799717201104295,175.45968960863098
2,2,1478.9181910749392,16.41726837561594,152.56472038159183,181.86125511750302,-1.818086282524305,-6.165501415002116,173.8776674199766
2,3,875.7437660603794,37.211574479079445,181.9458101125013,177.30991318925788,-0.9403240712892118,-4.5497666119537366,171.81982250601493
2,4,1135.179775427418,25.493329072655133,161.08333426815278,179.56366500028082,-2.818048134182717,-5.63730415820245,171.10831270789566
2,5,1100.8728969224633,26.70782634868297,130.4512997162667,179.2971156930831,1.311504471393594,-5.547100858153971,175.0615193063227
2,6,991.2019795043822,31.153051287507004,134.10726385696242,178.38561531307607,-3.853066426712573,-5.174385305094741,169.35816358126874
2,7,1074.7207176963689,27.67978067325226,131.31519578700895,179.0882845188425,0.9162509011924781,-5.471393291325875,174.5331421287091
2,8,878.5476158401207,37.046809909149424,140.94180722175028,177.33767818968738,4.2025360029424546,-4.568677264730204,176.97153692789962
2,9,1028.56681665155,29.521463289687627,138.55784732642266,178.70702228169378,-1.0844366714755453,-5.319150709630902,172.30343490058735
4,0,1717.5162466893419,12.037783226172657,36.82646846654351,183.16038917773483,-0.33793165066786873,-6.333925312751995,176.48853221431497
4,1,1254.133584721403,21.831401592093638,34.622688588763204,180.42924806076144,-2.3466994459569457,-5.880656933755382,172.20189168104912
4,2,1126.4511730144973,25.80642063709954,51.48785499455563,179.49661953140065,-2.1671883249644415,-5.6145123957413485,171.71491881069488
4,3,1384.7986859555385,18.51212779206211,73.82224256335523,181.2901049545819,0.318044840646195,-6.065573189422814,175.54257660580527
4,4,844.5166128083556,39.21530266784257,38.030413445160264,176.99453604259696,-0.9438193650391926,-4.310576241150438,171.74014043640733
4,5,1301.8161217208922,20.545136306006356,40.64005047154398,180.75336501036935,2.518778928113109,-5.956248016465708,177.31589592201675
4,6,1489.9893927377368,16.189945077471624,29.09894821824486,181.92603563278365,1.2498773740163451,-6.175581065606847,177.00033194119314
4,7,961.1095457746951,32.56865882481982,31.524073961511398,178.11782991334633,-1.5623495930649447,-5.041001016771479,171.51447930350992
4,8,1259.6620873189333,21.68019438218442,41.20792764687249,180.46745326684135,-0.27547926089111263,-5.889804825233126,174.3021691807172
4,9,1411.821315672094,17.87208989656516,28.905495508984107,181.45796679103563,0.9454264887044536,-6.097459953636494,176.30593332610357
5,0,1084.664238660199,27.31376739167192,292.0767846677446,179.1682785337252,1.719350741552034,-5.500273968250219,175.38735530702704
5,1,758.3355508522684,45.921123485003456,327.1902183135775,176.0596004240459,2.18005286038535,-3.3748476456151746,174.86480563881608
5,2,1125.523889962065,25.827196241610277,342.9774457870748,179.4894664515604,2.2079385354424215,-5.612988714814552,176.08441627218826
5,3,1287.0297716233963,20.92481199204751,349.3311158878714,180.65414396208132,0.8617585739671197,-5.934458471307807,175.58144406474062
5,4,1312.6663654438287,20.25348379846974,348.21948970231455,180.82545924779117,-1.5768268741989062,-5.972690398499805,173.27594197509248
5,5,1383.6914271713854,18.511964054686437,350.10471566549694,181.2831571037898,-3.138287510597301,-6.065581500603308,172.07928809258917
5,6,1434.0089508165863,17.37232947311733,349.3333741526583,181.5934093418373,4.752721000350946,-6.121525687266212,180.22460465492205
5,7,753.1608570316803,46.39531776537988,337.97458272550097,176.00012691844373,-0.8240727163755824,-3.299993430945416,171.87606077112272
5,8,1470.7074596318018,16.583944053321776,350.03756449743673,181.8128980038787,-0.3089658792953851,-6.158016515887805,175.34591560869555
5,9,883.109597127652,36.77791062173347,312.1711420416098,177.38266418841403,1.5122427687659385,-4.599297902745959,174.295609054434
6,0,696.488314483102,52.4077908955598,272.4906292329065,175.32064878593985,0.8927947903167862,-2.234186484768591,173.97925709148805
6,1,1325.233407064357,19.955052304833035,253.4760502239531,180.9082196039982,-1.9544961332043003,-5.9892502749387875,172.9644731958551
6,2,678.3618909300773,54.72770477716164,253.84833335851792,175.09160094138701,2.6484034981933964,-1.7575389783269035,175.98246546125353
6,3,1148.7564279165586,25.051937663308973,240.03751746906246,179.66693118962093,0.012766186057621342,-5.668895254106271,174.01080212157228
6,4,797.4563055991518,42.623402852572774,230.77721326129964,176.4965100277799,0.10948352790771183,-3.862495162362172,172.74349839332544
6,5,1351.1920354892777,19.310429459576206,288.02128928997496,181.07671363234502,1.7247654479821373,-6.024111266631654,176.77736781369552
6,6,1320.677071596921,20.072330848422048,267.6985624876923,180.8783048608785,-1.5202974905743247,-5.9827743904464326,173.37523297985774
6,7,742.4184067416656,47.421444337494776,299.13153157980145,175.8753467150325,-1.7856127800914183,-3.1337021580137043,170.95603177692738
6,8,1187.568573407003,23.803348062571978,299.70487939236455,179.95554602640203,1.5990475344285708,-5.754872028009413,175.79972153282125
6,9,963.1423685659889,32.47546623280468,235.38055318540825,178.13618185661932,1.3083712385879827,-5.050009040147156,174.39454405506015
7,0,631.3605552504278,62.22850912319617,138.30762872110577,174.4679210095846,-0.18557405435364735,0.10622324723097787,174.38857020246192
7,1,599.363619167499,69.58618902783174,166.36868085527752,174.01617966183395,-1.044460557385393,2.621464225977092,175.59318333042563
7,2,681.4861219713831,54.30665208706977,137.74788607706148,175.13151242196102,2.986778097447674,-1.847083984975504,176.2712065344332
7,3,945.6656370359783,33.33617913308757,39.7556528090154,177.97712426375298,2.67792617482568,-4.965575505098444,175.6894749334802
7,4,678.8586397018563,54.653324003600346,8.7640641609232,175.09795909041995,3.921532207321983,-1.773458962616012,177.2460323351259
7,5,723.0326272220963,49.393317528253135,75.25519584700272,175.64553000933515,-0.2810168021641769,-2.796845466713958,172.567667740457
7,6,695.492208596784,52.525953555463836,130.62980503788125,175.3082174808608,3.1146771333238323,-2.2108695192349224,176.2120250949497
7,7,1093.9860534564664,26.961009185096945,51.079531680680105,179.24260780901136,1.254995758742679,-5.527683801561505,174.96991976619253
7,8,960.2302450733488,32.62215340983473,84.48262804599828,178.1098797221098,-2.6114942752059243,-5.035815602131142,170.46256984477273
7,9,677.8765443549671,54.79050699176478,48.98335857387207,175.08538423662785,-0.45254623856143616,-1.7440630215491706,172.88877497651723
